기관,대분류 테마,중분류 테마,해당 문장 발췌,,,,,,,,,,,,,,,,,,,,,,
KICT,4. 국제협력의 주요 애로사항 및 장애물,연구자 차원의 어려움,"""그러니까 거기 있는 나라의 사람들도 연구진은 우리 편의를 봐주고 싶어 하기도 하는데 소용없어요."" ""네. 소용이 없고 그건 어쨌든 다 인텔렉처를 관리하는 법 관련된 부서로 토스가 되기 때문에"" ""그래서 연구진들은 포기합니다. 그냥 안 합니다.""",,,,,,,,,,,,,,,,,,,,,,
KICT,4. 국제협력의 주요 애로사항 및 장애물,연구자 차원의 어려움,"""막상 국제 협력을 하라고 하는데 이제 제도랑 이런 게 다른데 이런 부분에 대해서 오는 그런 코스트들이 사실 개인이 지불해야 된다는 거죠."" ""기관 차원에서요. 보이지 않는 코스트들이""",,,,,,,,,,,,,,,,,,,,,,
KICT,5. 정책 제언 및 발전 방향,장기적·안정적 정책 추진,"""단기 조금 장기적으로 좀 지연될 수 있는 어떤 그런 부분들이 있어야 되는데 단타로 지원되는 그런 형태의 과제들도 많아서 그런 좀 연장성에 대한 연속성에 대한 좀 어려움이 있긴 합니다.""",,,,,,,,,,,,,,,,,,,,,,
KICT,5. 정책 제언 및 발전 방향,장기적·안정적 정책 추진,"""네 비슷한데 국제 협력은 더 프레임이 길어져야""",,,,,,,,,,,,,,,,,,,,,,
KICT,5. 정책 제언 및 발전 방향,범부처 컨트롤타워 구축,해당 없음,,,,,,,,,,,,,,,,,,,,,,
KICT,5. 정책 제언 및 발전 방향,연구 현장 중심의 지원 강화,"""제 생각에는 만약에 그거를 전담해 주는 어떤 그런 별도의 조직이나 어떤 기관들이 있으면은 그니까 그런 특허라든지 이런 부분만 있지 계속 그쪽 외부 기관과 협의를 해 주고 그러니까 우리는 그냥 던지기만 하면 되고 그쪽에서 그걸 해 주는 그런 분들이 있으면은 너무 좋죠.""",,,,,,,,,,,,,,,,,,,,,,
KICT,5. 정책 제언 및 발전 방향,연구 현장 중심의 지원 강화,"""근데 이제 이미 네트워크를 갖고 있는 사람은 좀 성과를 낼 수도 있는데 네트워크를 만드는 것부터 또 있다 하더라도 어떤 것들은 굉장히 몽톰하게 왜냐하면 한국에서처럼 빨리빨리가 되는 것도 아니고 사람들하고 멀리에서도 협업을 해야 되고 또 종목은 멀리 출전하고 이런 것들이 좀 진행 속도가 느리죠.""",,,,,,,,,,,,,,,,,,,,,,
KICT,5. 정책 제언 및 발전 방향,전략적 파트너십 및 분야 선택,"""차이 있죠. 그러니까 이제 이제 선진국 같은 경우는 조금 약간 첨단 기술을 같이 좀 개발하는 그런 콘셉트가 조금 (...) 과제가 진행이 된다면 보기에는 사실은 어떻게 보면 이제 시설 중심의 사업을 많이 하잖아요. 거기 가서 만들어""",,,,,,,,,,,,,,,,,,,,,,
KICT,5. 정책 제언 및 발전 방향,전략적 파트너십 및 분야 선택,"""그럼 보통 ODA 사업 말고 그냥 공동 연구 같은 경우에는 보통 궤도국이랑 진행을 하지는 않나요?"" ""한지역도 있죠. 한지역이 있는데 대부분의 이제 이런 개수곡들은 공동 연구인데도 약간 오기 성향이 좀 더 강해요.""",,,,,,,,,,,,,,,,,,,,,,
KICT,5. 정책 제언 및 발전 방향,정보 공유 플랫폼 구축,"""일단은 예를 들어서 a라는 국가가 있으면 그 국가에서 이제 예를 들어서 DLC 하는 이런 우리 정출연 같은 그런 기관들이 있는지에 대해서도 정보가 있으면 제일 좋을 것 같고요.""",,,,,,,,,,,,,,,,,,,,,,
KICT,5. 정책 제언 및 발전 방향,정보 공유 플랫폼 구축,"""그다음에 그 기관에서 어떤 일들을 주로 하고 있는지 연구 실적이라든지 이런 걸로 해서 이렇게 인력들 업무 좀 그래서 그런 것들을 우리가 좀 받아볼 수 있으면은 너무 좋을 것 같아요.""",,,,,,,,,,,,,,,,,,,,,,
KICT,5. 정책 제언 및 발전 방향,정보 공유 플랫폼 구축,"""그런 아까 말씀하신 그런 각 국가별로 그런 어떤 그런 정보들이 좀 이렇게 매핑이 돼서 제공이 된다면 너무 큰 도움이 될 것 같다.""",,,,,,,,,,,,,,,,,,,,,,
KICT,기타,호라이즌 유럽 프로그램의 특성과 참여 전략,"""사실 쉽지 않습니다. 이게 유럽에 있는 기관 매칭 기관을 찾는다는 게 굉장히 쉽지 않고요. 그다음에 유럽이라는 국가에서 한국을 잘 모르기 때문에 이렇게 껴주려고도 잘 안 해요."" ""그러다 보니까 어떻게 보면은 이제 이미 짜여진 어떤 이너 서클 안에 들어가는 게 굉장히 좀 중요한데 사실 좀 쉽지는 않습니다.""",,,,,,,,,,,,,,,,,,,,,,
KICT,기타,호라이즌 유럽 프로그램의 특성과 참여 전략,"""이 호라이 사업이 원래 수십 년 지속된 이유가 일종의 유럽에서 인건비를 나눠주는 사업이에요."" ""이게 직접비가 상대적으로 비용이 되게 작아요.""",,,,,,,,,,,,,,,,,,,,,,
KICT,기타,호라이즌 유럽 프로그램의 특성과 참여 전략,"""일단 앤드 프로덕트까지 하려고 해요. 그게 대체로는 소셜이에요."" ""그러니까 기술만 개발했다는 게 아니고 이렇게 해서 이 나라에 독일의 어느 마을에 수처리 기술을 이용겠다 이렇게까지 하는데 이렇게 쭉 해서 그렇게까지 하는 그런 식으로 또 제안서를 써야 돼요."" ""그게 원래 유럽 사회를 개선한다는 게 최종적인 타구였어요.""",,,,,,,,,,,,,,,,,,,,,,
KICT,기타,국가 연락 담당자(NCP)의 역할과 활동,"""한국에 왜 NCP라고 그래서 왜 한국에 이제 프라존 EU 과제를 컨택해 주시는 각 클럽트의 담당자가 계시더라고요.""",,,,,,,,,,,,,,,,,,,,,,
KICT,기타,국가 연락 담당자(NCP)의 역할과 활동,"""국가 연락은 이제 자기 소속인데 국가 연락관을 이제 우리나라에서는 연구재단에서 뽑아요. 과기부에서 뽑는 거예요."" ""국가 연락관는 종신직이에요. (...) 국가 연락관은 자기는 가지를 못해 자기가 맡은 클러스터의 과제는 못하고 다른 과제는 할 수 있는데""",,,,,,,,,,,,,,,,,,,,,,
KICT,기타,국가 연락 담당자(NCP)의 역할과 활동,"""그래서 그 역할을 10주년을 하기 때문에 그 커뮤니티 한국 사람이지만 거기 유럽에 체코 사람 고기 사람 그 사람들끼리 네트워크가 있어서 정보를 마음도 주고받고 필요하면 얘네들이 뭘 원하는지 이런 거 좀 하는 애들 없냐 그러면 우리 여기 서울대 누가 이거 했으니까 한번 해볼래 이렇게 다리나 중도""",,,,,,,,,,,,,,,,,,,,,,
KICT,기타,국가 연락 담당자(NCP)의 역할과 활동,"""근데 어차피 좋아서 하는 거예요. 원래 연구라는 게 아니 그게 국제 활동이라는 거는 이게 뭐 돈을 많이 줘서 하는 게 아니고 그냥 내가 외국 사람 만나고 정보하고 하면서 네트워크 새로 과제 발굴하고 좋아서 하는 거거든요.""",,,,,,,,,,,,,,,,,,,,,,
KFE,1. 국제협력의 동인 및 목표,기술 확보 및 R&D 역량 강화,전체 저기 기술 중에 한 80% 이상은 ITER가 지금 다 우리가 확보하고 있는 거이기 때문에 나머지 20% 정도를 어떻게 국내에서 확보하고 어떻게 국제 공동 국제 협력을 확보할 건지가 이제 중요한 이슈로 지금 남아 있는 거죠 .,,,,,,,,,,,,,,,,,,,,,,
KFE,1. 국제협력의 동인 및 목표,기술 확보 및 R&D 역량 강화,그거는 부품들은 우리가 만들기 때문에 원천 기술을 우리가 확보하고 있는 거고 다른 쪽에 자석 초전도 자석 같은 경우에 또 유럽이나 일본 등이 만들고 있는데 거기에 대한 원천 기술도 저희가 다 확보하는 거죠 .,,,,,,,,,,,,,,,,,,,,,,
KFE,1. 국제협력의 동인 및 목표,기술 확보 및 R&D 역량 강화,좀 서로 상보적인 게 강하죠. 그러니까 제가 아까 말씀드린 모든 하나의 장치가 다 잘하면 같이 할 필요가 없겠죠. 그러니까 얘는 얘를 잘하고 얘는 얘를 잘하고 얘는 얘는 얘를 잘하니까 서로 그걸 어떻게 좀 잘 합하면 나중에 핵융합로는 다 잘해야 되니까 그런 부분들을 잘하는 부분들을 좀 잘 서로가 좀 공유하고 이용할 수 있지 않을까 하는 생각으로 하는 거고 .,,,,,,,,,,,,,,,,,,,,,,
KFE,1. 국제협력의 동인 및 목표,기술 확보 및 R&D 역량 강화,그러면 이제 어떤 방식으로 그럼 필요한 기술들을 확보할 거냐 가장 쉬운 방법은 사 오면 되죠. 여기서 그것도 그것도 옵션이에요. 그러니까 저희가 이제 기술들을 다 나열하고 이 기술들은 국내에 개발할 거냐 아니면 국제 공동으로 개발할 거냐 아니면 그냥 외국에서 사올 거냐 이런 것들에 대한 플랜을 짜자는 거죠 .,,,,,,,,,,,,,,,,,,,,,,
KFE,1. 국제협력의 동인 및 목표,기술 확보 및 R&D 역량 강화,그냥 공동 실험을 통해서 연구 분야를 확대하는 거죠.,,,,,,,,,,,,,,,,,,,,,,
KFE,1. 국제협력의 동인 및 목표,기술 확보 및 R&D 역량 강화,그 사람들이 이제 가지고 와서 그걸 가지고 이제 그 사람들 쓸 뿐만 아니라 케이스타의 다른 연구진들도 그 데이터를 쓰게 되는거죠.,,,,,,,,,,,,,,,,,,,,,,
KFE,1. 국제협력의 동인 및 목표,글로벌 공동 문제 해결,그래서 핵융합은 아직까지 상용화가 안 되고 그러니까 크게 얘기하면 인류의 번영을 위한 서로 번영을 위한 그런 기술 분야다 이렇게 해서 이제 나름 이제 다 이제 오픈돼 있는 그런 상황입니다 .,,,,,,,,,,,,,,,,,,,,,,
KFE,1. 국제협력의 동인 및 목표,해외 시장 진출 및 기술 사업화,그다음에 나중에 이걸 만들게 되면 말씀하신 것처럼 우리가 기술을 확보하게 되면 이걸 앞으로 다른 나라에 어떻게 팔 건가 하는 부분이 이제 시장 관련돼서 이제 추가로 생기는 부분들이고 그런 것까지 이제 고민을 해야 되는 상황은 이제 과기부는 이제 그런 것들이 되게 더 관심이 많고 우리나라 기술을 어떤 식으로 시장을 개척해서 이제 전 세계에 이제 시장 마켓을 구축할 수 있느냐 이런 부분까지 고민해서 이제 짜라고 하는 거고 맞는 말이죠 .,,,,,,,,,,,,,,,,,,,,,,
KFE,1. 국제협력의 동인 및 목표,과학기술 외교 및 국가 위상 제고,여기에 더해서 한 가지는 저희가 이제 선도 기술 확보뿐만이 아니라 저희가 이제 선도 그룹으로서 이제 후발 주자나 아니면은 나중에 이제 서플라이체인을 활용한 수출이나 이런 것들까지 염두를 해두고 그런 것들을 위한 국제 협력도 지금부터 만들어 나가 돼야 된다는 정부의 또 그런 지침도 있어서 그런 것들을 좀 아우를 수 있는 거를 저희가 보고 있습니다 .,,,,,,,,,,,,,,,,,,,,,,
KFE,1. 국제협력의 동인 및 목표,과학기술 외교 및 국가 위상 제고,그거는 무슨 사유로 줬냐 하면은 ITER 때문에 저희가 ITER 처음에 할 때 저희는 일본을 지지했었거든요. 근데 결국은 저희 프랑스에 갔지만 그래서 일본에서 우리 케이스타에 온 저기 컴포넌트들이 있어요. 그 당시에 우리 일본을 지지해 줬다고 그게 이제 가열 장치도 있고 진화 장치도 있어요 .,,,,,,,,,,,,,,,,,,,,,,
KFE,2. 국제협력의 유형 및 방식,공동 연구,그래서 그런 것들을 이제 중국이나 일본 같은 경우는 해마다 저희가 이제 조인트 커뮤니케이팅 미팅 코디네이팅 미팅을 이제 진행을 하면서 이제 공동 연구 아젠다나 이런 것들에 대해서 검토하고 승인하고 이런 것들을 진행하고 있고 .,,,,,,,,,,,,,,,,,,,,,,
KFE,2. 국제협력의 유형 및 방식,공동 연구,지금 논문 쪽은 저희가 대부분 이제 과학 기술적인 저기 그런 내용들이잖아요. 그래서 케이스타를 기반으로 한 국제 공동 연구가 이미 있으니까 굉장히 많을 거고 그러니까 좀 이따 가게 되면 대충 우리가 저기 컨트롤 룸이라는 데에서 이제 외국분들이 많이 오셔가 같이 실험을 해요. 그러면 실험한 결과가 나오면 그걸 이제 논문을 쓰거나 할 때 이제 공동 연구가 되는 거죠 .,,,,,,,,,,,,,,,,,,,,,,
KFE,2. 국제협력의 유형 및 방식,공동 연구,만약에 그러면 그런 장치들을 운전하는 입장에서는 양자 간 혹은 또 최근에 3자 간 그러니까 아까 말씀드린 저기 WEST DIII-D 케이스타 이런 식으로 3자 간 프레임워크도 이제 구축하려고 하고 그런 운전하고 있는 장치를 기준으로 이제 공동 연구를 하려고 하는 그런 연구들이 저기 활동들이 있는 거고 .,,,,,,,,,,,,,,,,,,,,,,
KFE,2. 국제협력의 유형 및 방식,공동 연구,그리고 공동 연구 형태라고 하면은 아까 말씀하신 대로 주요 사업 내에서 그냥 출장비 정도로만 쓰는 그런 공동 연구가 있고 아까 말씀드린 대로 이제 연구 장비가 들어와 가지고 같이 그걸 가지고 공동 연구를 하는 경우가 있고 이제 미국의 선진 기관 같은 경우는 저희가 이제 연구비를 일부 보내주고 이제 거기에서 우리가 원하는 연구를 해서 이제 그걸 가지고 같이 이제 운도(?) 하는 형태가 있고 좀 그런 형태로 이루어질 거 .,,,,,,,,,,,,,,,,,,,,,,
KFE,2. 국제협력의 유형 및 방식,국제기구/다자협의체 활동,핵융합을 하는 나라가 많지는 않고 대표적으로 저희가 이제 ITER 사업이라고 하는 국제 공동 사업에 참여하고 있는 기관들이 거의 대부분 핵융합을 주로 하고 있는 기관들이거든요 .,,,,,,,,,,,,,,,,,,,,,,
KFE,2. 국제협력의 유형 및 방식,국제기구/다자협의체 활동,그래서 예를 들어서 저는 IAEA랑 일하고 있는 것들이 되게 많고 정기적으로 테크니컬 미팅이나 컨퍼런스나 이런 것들이 이제 저희 전문가들이 참여하는 것들이 되게 많고 IEA에도 마찬가지로 그 전문가들의 커뮤니티가 있어서 거기에 이제 국가 대한민국 이제 대표자로 이제 참여를 해가지고 활동을 하시는 분들이 있으시고 ITPA'라고 ITER에서 이제 관리하고 있는 전문가 커뮤니티 거기에도 이제 참여를 하시는 분들이 있으시고 그렇게 이제 IAEA나 IEA ITER 같은 경우는 이제 다국적 프로그램이고 .,,,,,,,,,,,,,,,,,,,,,,
KFE,2. 국제협력의 유형 및 방식,국제기구/다자협의체 활동,되게 되게 복잡하죠. 근데 이제 크게 좀 말씀 잘해 주시는데 크게 이제 우리 다자 간 협력 그러니까 지금 한 7개 나라가 같이 이제 협력하고 있는 ITER 프로그램을 통한 국제 협력이 굉장히 활성화돼 있고요 .,,,,,,,,,,,,,,,,,,,,,,
KFE,2. 국제협력의 유형 및 방식,인프라 활용 및 공유,미국은 대표적으로 저희가 케이스타를 공동 활용하는 연구로 이제 미국 연구자들이 참여를 하거나 이런 것들이 이루어지고 있고 .,,,,,,,,,,,,,,,,,,,,,,
KFE,2. 국제협력의 유형 및 방식,인프라 활용 및 공유,저기 저희 케이스타는 이제 운영하는 방식이 아마 1년에 우리 3개월 실험하는데 한 실험이 한 한 30% 40%는 주 실험자가 외국인이에요.,,,,,,,,,,,,,,,,,,,,,,
KFE,2. 국제협력의 유형 및 방식,인프라 활용 및 공유,사용료는 내지 않습니다. 그러니까 케이스타는 여전히 저기 그러니까 실험 장치고 국제 공동 연구를 활성화해서 우리는 이제 사용료는 내지 않지만 그렇게 실험을 해서 좋은 결과를 내면 다 우리 거니까 그리고 사실 그런 결과들을 우리가 확보하는 게 더 중요하고 .,,,,,,,,,,,,,,,,,,,,,,
